,Ingredient,Normalized,Name of Dish
3131,fresh basil,basil,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3132,fresh cilantro,cilantro,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3133,fresh lime juice,lime juice,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3134,can cannellini beans,bean,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3135,uncooked white rice,rice,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3136,can coconut milk,coconut,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3137,water,,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3138,salt,salt,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3139,medium sized bell peppers,bell pepper,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3140,green onion,onion,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3141,cilantro,cilantro,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3142,red onion,onion,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3143,plain Greek yogurt,yogurt,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3144,lemongrass paste,lemongrass,Lemongrass Chicken Stuffed Peppers (Instant Pot or Slow Cooker)
3145,chicken breast,chicken,Grilled Cilantro Lime Chicken Tacos
3146,salt,salt,Grilled Cilantro Lime Chicken Tacos
3147,pepper,pepper,Grilled Cilantro Lime Chicken Tacos
3148,olive oil,olive oil,Grilled Cilantro Lime Chicken Tacos
3149,lime juice,lime juice,Grilled Cilantro Lime Chicken Tacos
3150,"cilantro, finely chopped",cilantro,Grilled Cilantro Lime Chicken Tacos
3151,garlic,garlic,Grilled Cilantro Lime Chicken Tacos
3152,onion,onion,Grilled Cilantro Lime Chicken Tacos
3153,red pepper,pepper,Grilled Cilantro Lime Chicken Tacos
3154,green pepper,pepper,Grilled Cilantro Lime Chicken Tacos
3155,olive oil,olive oil,Grilled Cilantro Lime Chicken Tacos
3156,salt and pepper,pepper,Grilled Cilantro Lime Chicken Tacos
3157,"red onion, sliced thinly",onion,Grilled Cilantro Lime Chicken Tacos
3158,lime juice,lime juice,Grilled Cilantro Lime Chicken Tacos
3159,sugar,sugar,Grilled Cilantro Lime Chicken Tacos
3160,salt,salt,Grilled Cilantro Lime Chicken Tacos
3161,"salsa, cheese, sour cream, cilantro, and jalapeno for toppings",sour cream,Grilled Cilantro Lime Chicken Tacos
3162,small flour tortillas,,Grilled Cilantro Lime Chicken Tacos
3163,chicken breast,chicken,Bacon Chicken Cordon Bleu
3164,sliced deli ham,ham,Bacon Chicken Cordon Bleu
3165,swiss cheese,swiss cheese,Bacon Chicken Cordon Bleu
3166,strips bacon,bacon,Bacon Chicken Cordon Bleu
3167,large eggs,egg,Bacon Chicken Cordon Bleu
3168,olive oil,olive oil,Bacon Chicken Cordon Bleu
3169,salt,salt,Bacon Chicken Cordon Bleu
3170,pepper,pepper,Bacon Chicken Cordon Bleu
3171,Italian Panko breadcrumbs,bread,Bacon Chicken Cordon Bleu
3172,shredded parmesan cheese,parmesan cheese,Bacon Chicken Cordon Bleu
3173,dried parsley,parsley,Bacon Chicken Cordon Bleu
3174,ground thyme,thyme,Bacon Chicken Cordon Bleu
3175,paprika,paprika,Bacon Chicken Cordon Bleu
3176,oregano,oregano,Bacon Chicken Cordon Bleu
3177,garlic powder,garlic,Bacon Chicken Cordon Bleu
3178,butter,butter,Crispy Top Fudgy Brownies
3179,sugar,sugar,Crispy Top Fudgy Brownies
3180,eggs,egg,Crispy Top Fudgy Brownies
3181,vanilla extract,vanilla,Crispy Top Fudgy Brownies
3182,all purpose flour,all purpose flour,Crispy Top Fudgy Brownies
3183,cocoa powder,cocoa,Crispy Top Fudgy Brownies
3184,salt,salt,Crispy Top Fudgy Brownies
3185,baking powder,baking powder,Crispy Top Fudgy Brownies
3186,sugar,sugar,Chocolate Caramel Cake
3187,all purpose flour,all purpose flour,Chocolate Caramel Cake
3188,cornstarch,starch,Chocolate Caramel Cake
3189,dark cocoa powder,cocoa,Chocolate Caramel Cake
3190,baking soda,baking soda,Chocolate Caramel Cake
3191,salt,salt,Chocolate Caramel Cake
3192,eggs,egg,Chocolate Caramel Cake
3193,egg yolk,egg,Chocolate Caramel Cake
3194,vegetable oil,vegetable oil,Chocolate Caramel Cake
3195,vanilla,vanilla,Chocolate Caramel Cake
3196,coffee,coffee,Chocolate Caramel Cake
3197,boiling water,,Chocolate Caramel Cake
3198,buttermilk,buttermilk,Chocolate Caramel Cake
3199,sugar,sugar,Chocolate Caramel Cake
3200,water,,Chocolate Caramel Cake
3201,stick butter,butter,Chocolate Caramel Cake
3202,whipping cream,cream,Chocolate Caramel Cake
3203,crushed pretzels,,Chocolate Caramel Cake
3204,milk,milk,Chocolate Caramel Cake
3205,unsalted butter,butter,Chocolate Caramel Cake
3206,shortening,,Chocolate Caramel Cake
3207,powdered sugar,sugar,Chocolate Caramel Cake
3208,dark chocolate chips,chocolate chips,Chocolate Caramel Cake
3209,light corn syrup,corn,Chocolate Caramel Cake
3210,heavy whipping cream,cream,Chocolate Caramel Cake
3211,olive oil,olive oil,Hummus Veggie Wraps
3212,red onion,onion,Hummus Veggie Wraps
3213,red pepper,pepper,Hummus Veggie Wraps
3214,garlic,garlic,Hummus Veggie Wraps
3215,shredded carrots,carrot,Hummus Veggie Wraps
3216,packed,,Hummus Veggie Wraps
3217,Roasted garlic hummus,garlic,Hummus Veggie Wraps
3218,avocado,avocado,Hummus Veggie Wraps
3219,feta cheese,feta cheese,Hummus Veggie Wraps
3220,Honey balsamic vinaigrette,honey,Hummus Veggie Wraps
3221,Wrap,,Hummus Veggie Wraps
3222,boneless chicken thighs,chicken,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3223,lemon juice,lemon juice,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3224,white vinegar,vinegar,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3225,tumeric,,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3226,curry,,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3227,cumin,cumin,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3228,oregano,oregano,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3229,cardamom,cardamom,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3230,nutmeg,nutmeg,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3231,garlic cloves,garlic,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3232,salt,salt,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3233,black pepper,black pepper,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3234,olive oil,olive oil,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3235,"sweet onion, chopped",onion,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3236,white cooking wine,wine,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3237,"cherry tomatoes, halved",tomato,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3238,"kale, coarsely chopped ",kale,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3239,garlic,garlic,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3240,jasmine rice,jasmine,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3241,reduced sodium chicken broth,chicken broth,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3242,lemon juice,lemon juice,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3243,tumeric,,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3244,cumin,cumin,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3245,cardamom,cardamom,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3246,nutmeg,nutmeg,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3247,salt,salt,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3248,plain greek yogurt,yogurt,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3249,lemon juice,lemon juice,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3250,tahini,,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3251,olive oil,olive oil,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3252,salt,salt,Middle Eastern Chicken and Rice with Tahini Yogurt Sauce
3253,long grain white rice,rice,Cilantro Lime Rice
3254,butter,butter,Cilantro Lime Rice
3255,water,,Cilantro Lime Rice
3256,salt,salt,Cilantro Lime Rice
3257,zest of 1/2 lime,lime,Cilantro Lime Rice
3258,juice of 1 lime,lime,Cilantro Lime Rice
3259,cilantro,cilantro,Cilantro Lime Rice
3260,almond flour,almond,Copycat Nutri Grain Bars
3261,plus 1/2 cup all purpose flour,all purpose flour,Copycat Nutri Grain Bars
3262,corn starch,starch,Copycat Nutri Grain Bars
3263,old fashioned oats,oat,Copycat Nutri Grain Bars
3264,salt,salt,Copycat Nutri Grain Bars
3265,baking powder,baking powder,Copycat Nutri Grain Bars
3266,cinnamon,cinnamon,Copycat Nutri Grain Bars
3267,unsalted butter,butter,Copycat Nutri Grain Bars
3268,coconut oil,coconut oil,Copycat Nutri Grain Bars
3269,vanilla extract,vanilla,Copycat Nutri Grain Bars
3270,eggs,egg,Copycat Nutri Grain Bars
3271,honey,honey,Copycat Nutri Grain Bars
3272,milk plus 2 tbsp milk,milk,Copycat Nutri Grain Bars
3273,frozen mixed berries,,Copycat Nutri Grain Bars
3274,lemon juice,lemon juice,Copycat Nutri Grain Bars
3275,sugar,sugar,Copycat Nutri Grain Bars
3276,ground chicken,chicken,Curry Meatballs with Coconut Rice
3277,fresh ginger,ginger,Curry Meatballs with Coconut Rice
3278,red curry paste,,Curry Meatballs with Coconut Rice
3279,ground coriander,coriander,Curry Meatballs with Coconut Rice
3280,garlic,garlic,Curry Meatballs with Coconut Rice
3281,dry Panko breadcrumbs,bread,Curry Meatballs with Coconut Rice
3282,cilantro,cilantro,Curry Meatballs with Coconut Rice
3283,soy sauce,soy sauce,Curry Meatballs with Coconut Rice
3284,fresh lime juice,lime juice,Curry Meatballs with Coconut Rice
3285,dried basil,basil,Curry Meatballs with Coconut Rice
3286,salt,salt,Curry Meatballs with Coconut Rice
3287,black pepper,black pepper,Curry Meatballs with Coconut Rice
3288,vegetable oil,vegetable oil,Curry Meatballs with Coconut Rice
3289,shredded carrots,carrot,Curry Meatballs with Coconut Rice
3290,red curry,,Curry Meatballs with Coconut Rice
3291,garlic,garlic,Curry Meatballs with Coconut Rice
3292,fresh ginger,ginger,Curry Meatballs with Coconut Rice
3293,can full fat coconut milk,coconut,Curry Meatballs with Coconut Rice
3294,chicken broth,chicken broth,Curry Meatballs with Coconut Rice
3295,black pepper,black pepper,Curry Meatballs with Coconut Rice
3296,salt,salt,Curry Meatballs with Coconut Rice
3297,sugar,sugar,Curry Meatballs with Coconut Rice
3298,soy sauce,soy sauce,Curry Meatballs with Coconut Rice
3299,lime juice,lime juice,Curry Meatballs with Coconut Rice
3300,red curry paste,,Curry Meatballs with Coconut Rice
3301,red pepper,pepper,Curry Meatballs with Coconut Rice
3302,snow peas,pea,Curry Meatballs with Coconut Rice
3303,Jasmine Rice,jasmine,Curry Meatballs with Coconut Rice
3304,can full fat coconut milk,coconut,Curry Meatballs with Coconut Rice
3305,water,,Curry Meatballs with Coconut Rice
3306,salt,salt,Curry Meatballs with Coconut Rice
3307,yellow squash,squash,Roasted Summer Squash Soup
3308,plus 1/4 teaspoon cinnamon,cinnamon,Roasted Summer Squash Soup
3309,13.6 ounce can coconut milk,coconut,Roasted Summer Squash Soup
3310,chicken or vegetable broth,vegetable,Roasted Summer Squash Soup
3311,nutmeg,nutmeg,Roasted Summer Squash Soup
3312,honey,honey,Roasted Summer Squash Soup
3313,tumeric,,Roasted Summer Squash Soup
3314,salt,salt,Roasted Summer Squash Soup
3315,sweetened coconut flakes and sunflower seeds for serving,coconut,Roasted Summer Squash Soup
3316,hazelnuts,hazelnut,Hazelnut Shortbread Cookies with Nutella Filling
3317,unsalted butter,butter,Hazelnut Shortbread Cookies with Nutella Filling
3318,sugar,sugar,Hazelnut Shortbread Cookies with Nutella Filling
3319,vanilla extract,vanilla,Hazelnut Shortbread Cookies with Nutella Filling
3320,honey,honey,Hazelnut Shortbread Cookies with Nutella Filling
3321,kosher salt,salt,Hazelnut Shortbread Cookies with Nutella Filling
3322,corn starch,starch,Hazelnut Shortbread Cookies with Nutella Filling
3323,almond flour,almond,Hazelnut Shortbread Cookies with Nutella Filling
3324,all purpose flour,all purpose flour,Hazelnut Shortbread Cookies with Nutella Filling
3325,chicken breast,chicken,Blackened Chicken
3326,Olive oil,olive oil,Blackened Chicken
3327,paprika,paprika,Blackened Chicken
3328,salt,salt,Blackened Chicken
3329,cayenne pepper,cayenne,Blackened Chicken
3330,black pepper,black pepper,Blackened Chicken
3331,chili powder,,Blackened Chicken
3332,cumin,cumin,Blackened Chicken
3333,thyme,thyme,Blackened Chicken
3334,white pepper,pepper,Blackened Chicken
3335,onion powder,onion,Blackened Chicken
3336,garlic,garlic,Blackened Chicken
3337,cocoa powder,cocoa,Chocolate Zucchini Donuts
3338,sugar,sugar,Chocolate Zucchini Donuts
3339,light brown sugar,sugar,Chocolate Zucchini Donuts
3340,grated zucchini,zucchini,Chocolate Zucchini Donuts
3341,coconut flour,coconut,Chocolate Zucchini Donuts
3342,all purpose flour,all purpose flour,Chocolate Zucchini Donuts
3343,baking powder,baking powder,Chocolate Zucchini Donuts
3344,salt,salt,Chocolate Zucchini Donuts
3345,cinnamon,cinnamon,Chocolate Zucchini Donuts
3346,vanilla,vanilla,Chocolate Zucchini Donuts
3347,vegetable oil,vegetable oil,Chocolate Zucchini Donuts
3348,large eggs,egg,Chocolate Zucchini Donuts
3349,semi-sweet chocolate chips,chocolate chips,Chocolate Zucchini Donuts
3350,coconut or vegetable oil,vegetable oil,Chocolate Zucchini Donuts
3351,sprinkles for decor,,Chocolate Zucchini Donuts
3352,boneless pork chops,pork,Sweet and Salty Pork Chops
3353,reduced sodium soy sauce,soy sauce,Sweet and Salty Pork Chops
3354,seasoned salt,salt,Sweet and Salty Pork Chops
3355,black pepper,black pepper,Sweet and Salty Pork Chops
3356,paprika,paprika,Sweet and Salty Pork Chops
3357,onion powder,onion,Sweet and Salty Pork Chops
3358,light brown sugar,sugar,Sweet and Salty Pork Chops
3359,garlic powder,garlic,Sweet and Salty Pork Chops
3360,olive oil,olive oil,Sweet and Salty Pork Chops
3361,flank steak,,Flank Steak with Chimichurri Sauce
3362,olive oil,olive oil,Flank Steak with Chimichurri Sauce
3363,salt,salt,Flank Steak with Chimichurri Sauce
3364,pepper,pepper,Flank Steak with Chimichurri Sauce
3365,garlic powder,garlic,Flank Steak with Chimichurri Sauce
3366,cumin,cumin,Flank Steak with Chimichurri Sauce
3367,dried oregano,oregano,Flank Steak with Chimichurri Sauce
3368,chili powder,,Flank Steak with Chimichurri Sauce
3369,fresh parsley,parsley,Flank Steak with Chimichurri Sauce
3370,fresh cilantro,cilantro,Flank Steak with Chimichurri Sauce
3371,red onion,onion,Flank Steak with Chimichurri Sauce
3372,garlic,garlic,Flank Steak with Chimichurri Sauce
3373,cumin,cumin,Flank Steak with Chimichurri Sauce
3374,cayenne pepper,cayenne,Flank Steak with Chimichurri Sauce
3375,salt,salt,Flank Steak with Chimichurri Sauce
3376,black pepper,black pepper,Flank Steak with Chimichurri Sauce
3377,red wine vinegar,red wine,Flank Steak with Chimichurri Sauce
3378,olive oil,olive oil,Flank Steak with Chimichurri Sauce
3379,pork,pork,Honey Garlic Pork with Fried Rice
3380,vegetable oil,vegetable oil,Honey Garlic Pork with Fried Rice
3381,red pepper flakes,pepper,Honey Garlic Pork with Fried Rice
3382,black pepper,black pepper,Honey Garlic Pork with Fried Rice
3383,soy sauce,soy sauce,Honey Garlic Pork with Fried Rice
3384,onion,onion,Honey Garlic Pork with Fried Rice
3385,garlic cloves,garlic,Honey Garlic Pork with Fried Rice
3386,honey,honey,Honey Garlic Pork with Fried Rice
3387,cornstarch,starch,Honey Garlic Pork with Fried Rice
3388,green onions,onion,Honey Garlic Pork with Fried Rice
3389,sesame seeds,sesame seed,Honey Garlic Pork with Fried Rice
3390,white rice,rice,Honey Garlic Pork with Fried Rice
3391,water,,Honey Garlic Pork with Fried Rice
3392,butter,butter,Honey Garlic Pork with Fried Rice
3393,salt,salt,Honey Garlic Pork with Fried Rice
3394,eggs,egg,Honey Garlic Pork with Fried Rice
3395,salt and pepper to taste,pepper,Honey Garlic Pork with Fried Rice
3396,butter,butter,Honey Garlic Pork with Fried Rice
3397,onion,onion,Honey Garlic Pork with Fried Rice
3398,frozen peas and carrots,carrot,Honey Garlic Pork with Fried Rice
3399,garlic,garlic,Honey Garlic Pork with Fried Rice
3400,soy sauce,soy sauce,Honey Garlic Pork with Fried Rice
3401,sesame oil,sesame oil,Honey Garlic Pork with Fried Rice
3402,green onions,onion,Honey Garlic Pork with Fried Rice
3403,milk,milk,Pumpkin English Muffins
3404,sugar,sugar,Pumpkin English Muffins
3405,package yeast,yeast,Pumpkin English Muffins
3406,warm water,,Pumpkin English Muffins
3407,melted butter,butter,Pumpkin English Muffins
3408,pumpkin puree,pumpkin,Pumpkin English Muffins
3409,all purpose flour,all purpose flour,Pumpkin English Muffins
3410,almond flour,almond,Pumpkin English Muffins
3411,pumpkin pie spice,pumpkin,Pumpkin English Muffins
3412,salt,salt,Pumpkin English Muffins
3413,corn meal for dusting,corn,Pumpkin English Muffins
3414,all purpose flour,all purpose flour,Buttermilk Biscuits
3415,baking soda,baking soda,Buttermilk Biscuits
3416,baking powder,baking powder,Buttermilk Biscuits
3417,salt,salt,Buttermilk Biscuits
3418,sugar,sugar,Buttermilk Biscuits
3419,shortening,,Buttermilk Biscuits
3420,butter,butter,Buttermilk Biscuits
3421,buttermilk,buttermilk,Buttermilk Biscuits
3422,melted butter,butter,Buttermilk Biscuits
3423,zucchini,zucchini,Zucchini Hush Puppies with Wasabi Dipping Sauce
3424,self-rising cornmeal,corn,Zucchini Hush Puppies with Wasabi Dipping Sauce
3425,salt,salt,Zucchini Hush Puppies with Wasabi Dipping Sauce
3426,pepper,pepper,Zucchini Hush Puppies with Wasabi Dipping Sauce
3427,paprika,paprika,Zucchini Hush Puppies with Wasabi Dipping Sauce
3428,garlic powder,garlic,Zucchini Hush Puppies with Wasabi Dipping Sauce
3429,onion powder,onion,Zucchini Hush Puppies with Wasabi Dipping Sauce
3430,egg,egg,Zucchini Hush Puppies with Wasabi Dipping Sauce
3431,buttermilk,buttermilk,Zucchini Hush Puppies with Wasabi Dipping Sauce
3432,~3 cups corn oil,corn,Zucchini Hush Puppies with Wasabi Dipping Sauce
3433,plain Greek Yogurt,yogurt,Zucchini Hush Puppies with Wasabi Dipping Sauce
3434,soy sauce,soy sauce,Zucchini Hush Puppies with Wasabi Dipping Sauce
3435,honey,honey,Zucchini Hush Puppies with Wasabi Dipping Sauce
3436,lemon juice,lemon juice,Zucchini Hush Puppies with Wasabi Dipping Sauce
3437,wasabi,wasabi,Zucchini Hush Puppies with Wasabi Dipping Sauce
3438,peanut butter oreos,peanut butter,Mini Peanut Butter Oreo Chocolate No Bake Desserts
